comments,id,issues,latitude,longitude,parking_duration,parking_time,issue_not_provided,issue_full,issue_damaged,issue_abandoned,issue_other,parking_time_parsed,Status,Notes,Survey_Date,View,Asset,Check_311_Date,Check_311_Notes,City_Problem_Type
Kendall and spading. No Post & Rings near the alliance francaise. TV ,134,['not_provided'],43.6663814,-79.3723599,hours,"Fri, 13 Jul 2018 19:53:57 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-13,,,,🌎👀,,,,
,135,['other'],43.6695898,-79.4090437,minutes,"Wed, 06 Jun 2018 20:05:01 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-06-06,,,,🌎👀,,,,
,136,['damaged'],43.4627162,-80.5440532,multiday,"Sat, 09 Jun 2018 17:49:21 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-06-09,,Outside of Toronto,,🌎👀,,,,
,137,['not_provided'],43.6155885,-79.5559536,minutes,"Mon, 11 Jun 2018 15:32:12 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-11,,,,🌎👀,,,,
,138,['other'],43.6398498,-79.3811121,multiday,"Wed, 13 Jun 2018 00:18:59 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-06-13,Needs Checking,Known hacknight location,,🌎👀,,,,
There’s never enough bike parking here. ,139,['full'],43.6718715,-79.38720233,hours,"Wed, 05 Jun 2019 23:24:15 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2019-06-05,,,,🌎👀,,,,
,140,['not_provided'],43.60416619,-79.51863684,hours,"Mon, 29 Jul 2019 20:55:18 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2019-07-29,,,,🌎👀,,,,
,141,"['damaged', 'full']",43.65353146,-79.37130576,hours,"Mon, 18 Jun 2018 19:17:55 GMT",FALSE,TRUE,TRUE,FALSE,FALSE,2018-06-18,,,,🌎👀,,,,
,142,['full'],43.6580617,-79.3864974,minutes,"Wed, 20 Jun 2018 00:17:32 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-06-20,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
,143,['damaged'],43.6395299,-79.3810923,minutes,"Wed, 20 Jun 2018 00:40:26 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-06-20,Invalid,Duplicate of #118,,🌎👀,,,,
,144,['damaged'],43.67220228,-79.46720724,minutes,"Thu, 21 Jun 2018 23:18:43 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-06-21,,,,🌎👀,,,,
,146,['damaged'],43.6931427,-79.3023312,multiday,"Wed, 27 Jun 2018 12:14:03 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-06-27,Invalid,Likely test entry/small supercluster,,🌎👀,,,,
,147,['other'],43.6580617,-79.3864974,multiday,"Wed, 27 Jun 2018 18:31:38 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-06-27,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
,148,['full'],43.6075033,-79.7034114,hours,"Fri, 29 Jun 2018 17:34:55 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-06-29,,,,🌎👀,,,,
,149,['not_provided'],43.65359061,-79.36761465,hours,"Fri, 29 Jun 2018 23:42:56 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-29,,,,🌎👀,,,,
,150,['other'],43.69848,-79.3014735,multiday,"Mon, 02 Jul 2018 15:43:28 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-07-02,Invalid,Small supercluster; likely test entry,,🌎👀,,,,
,151,['damaged'],43.6580617,-79.3864974,minutes,"Sun, 01 Apr 2018 01:08:03 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-04-01,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
,152,['full'],43.6580617,-79.3864974,hours,"Sun, 01 Apr 2018 01:10:27 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-04-01,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
,153,['damaged'],43.6580617,-79.3864974,hours,"Sun, 01 Apr 2018 00:46:30 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-04-01,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
,154,['not_provided'],43.706431,-79.398642,hours,"Sun, 01 Apr 2018 01:41:29 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-04-01,Unresolved,"Unresolved, sidewalks here still under construction",2024-01-06,🌎👀,,,,
,155,['not_provided'],43.6580617,-79.3864974,overnight,"Sun, 01 Apr 2018 01:52:33 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-04-01,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
,156,['full'],43.6472308,-79.3618516,hours,"Wed, 04 Jul 2018 00:51:51 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-04,,,,🌎👀,,,,
,157,['damaged'],43.6929846,-79.3024982,hours,"Thu, 05 Jul 2018 05:05:14 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-05,Caution,Likely test entry/small supercluster,,🌎👀,,,,
,158,['full'],43.7043244,-79.3887901,overnight,"Mon, 09 Jul 2018 02:33:38 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-09,,,,🌎👀,,,,
,159,['other'],43.6460336,-79.3888924,multiday,"Mon, 04 Jun 2018 19:58:32 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-06-04,,,,🌎👀,,,,
,160,['full'],43.63960814,-79.38108304,hours,"Tue, 05 Jun 2018 22:42:34 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-06-05,Needs Checking,Known hacknight location,,🌎👀,,,,
,161,['not_provided'],43.64841817,-79.39244806,hours,"Thu, 07 Jun 2018 19:36:54 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-07,,,,🌎👀,,,,
,162,"['damaged', 'other']",43.7659008,-79.4141105,minutes,"Tue, 03 Apr 2018 21:13:03 GMT",FALSE,FALSE,TRUE,FALSE,TRUE,2018-04-03,Caution,Nearby pins that appear to be test entries #1084-1089,,🌎👀,,,,
,163,['damaged'],43.64853372,-79.39339873,minutes,"Tue, 03 Apr 2018 23:50:09 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-04-03,Needs Checking,Known hacknight location,,🌎👀,,,,
,164,['not_provided'],43.7203738,-79.5991649,hours,"Thu, 05 Apr 2018 18:42:06 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-04-05,,,,🌎👀,,,,
,165,['other'],43.6580617,-79.3864974,minutes,"Thu, 06 Jun 2019 12:36:28 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2019-06-06,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
,166,['full'],43.6500331,-79.391594,hours,"Wed, 31 Jul 2019 00:08:19 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2019-07-31,,,,🌎👀,,,,
absolutely no outdoor bike parking available at union station. One set of bike racks by Go entrance along York street full of abandoned bikes. There should be rings along Front street.,167,['not_provided'],43.64547129,-79.38110714,hours,"Sun, 31 May 2020 18:03:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2020-05-31,,,,🌎👀,,,,
,168,"['not_provided', 'damaged', 'damaged']",43.6580617,-79.3864974,hours,"Tue, 10 Apr 2018 23:45:59 GMT",TRUE,FALSE,TRUE,FALSE,FALSE,2018-04-10,Needs Checking,Issue selected more than once; Elizabeth & Gerrard supercluster,,🌎👀,,,,
,169,['full'],43.6483665,-79.3934455,minutes,"Tue, 10 Apr 2018 23:58:06 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-04-10,Needs Checking,Known hacknight location,,🌎👀,,,,
,170,['not_provided'],43.76975398,-79.18546315,hours,"Sat, 01 Aug 2020 14:00:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2020-08-01,,,,🌎👀,,,,
No parking in front or back of this massive shopping plaza.  Parking lot hostile for cyclists.,171,['not_provided'],43.71439915,-79.35883846,minutes,"Sat, 03 Aug 2019 16:35:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2019-08-03,,,,🌎👀,,,,
,172,['not_provided'],43.6580617,-79.3864974,hours,"Wed, 11 Apr 2018 00:05:36 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-04-11,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
,173,['damaged'],43.6487189,-79.3936122,overnight,"Wed, 11 Apr 2018 00:17:47 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-04-11,Needs Checking,Known hacknight location,,🌎👀,,,,
,174,['full'],43.6485579,-79.39335448,minutes,"Wed, 11 Apr 2018 00:05:33 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-04-11,Needs Checking,Known hacknight location; same exact time and location as other entries,,🌎👀,,,,
,175,['damaged'],43.66587796,-79.40741606,hours,"Mon, 14 Oct 2019 22:00:53 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2019-10-14,,,,🌎👀,,,,
,176,['not_provided'],43.6580617,-79.3864974,minutes,"Sun, 09 May 2021 21:18:03 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2021-05-09,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
,177,['full'],43.6487306,-79.3935893,multiday,"Wed, 11 Apr 2018 00:28:40 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-04-11,Needs Checking,Known hacknight location,,🌎👀,,,,
,178,['full'],43.6487306,-79.3935893,multiday,"Wed, 11 Apr 2018 00:28:40 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-04-11,Invalid,Duplicate of #177,,🌎👀,,,,
,179,['not_provided'],43.6487306,-79.3935893,multiday,"Wed, 11 Apr 2018 00:28:40 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-04-11,Invalid,Likely duplicate of #177; known hacknight location,,🌎👀,,,,
,180,['damaged'],43.64853895,-79.39337119,hours,"Wed, 11 Apr 2018 00:30:43 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-04-11,Needs Checking,Known hacknight location,,🌎👀,,,,
,182,['full'],43.6580617,-79.3864974,hours,"Wed, 11 Apr 2018 23:42:53 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-04-11,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
No place to park a bike on the west side of Bay between Bloor and Yorkville....I had to lock my bike to a small tree...not the best option!,183,['not_provided'],43.6580617,-79.3864974,minutes,"Wed, 31 Jul 2019 20:00:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2019-07-31,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
Yellow bike with basket on the front. The basket on the rear of the bike has turned into a garbage bin. Has been there for months.,184,['damaged'],43.70736647,-79.39504049,hours,"Sun, 08 Sep 2019 23:33:37 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2019-09-08,,,,🌎👀,,,,
Ring was very loose on the city bike stand outside 1000 College St. Which makes it easy for theft to occur.,185,['damaged'],43.6532213,-79.42885,overnight,"Sun, 02 Aug 2020 01:36:00 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2020-08-02,,,,🌎👀,,,,
,186,['damaged'],43.64482613,-79.41581853,minutes,"Tue, 06 Aug 2019 20:24:19 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2019-08-06,,,,🌎👀,,,,
,187,['full'],43.6795626,-79.3775294,hours,"Tue, 11 May 2021 22:36:10 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2021-05-11,,,,🌎👀,,,,
,188,"['not_provided', 'damaged']",43.64418378,-79.39662295,hours,"Tue, 05 Jun 2018 23:05:24 GMT",TRUE,FALSE,TRUE,FALSE,FALSE,2018-06-05,,,,🌎👀,,,,
There used to be a ring on this lamppost and 2 others next to it to allow the parking of bikes. The bike ring is gone now and I couldn't park my bike ,190,['not_provided'],43.65764643,-79.38140389,hours,"Tue, 15 Oct 2019 20:14:41 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2019-10-15,,,,🌎👀,,,,
,192,['full'],43.65061637,-79.39698699,hours,"Mon, 11 Jun 2018 16:28:15 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-06-11,,,,🌎👀,,,,
,193,['other'],43.6398498,-79.3811121,hours,"Wed, 13 Jun 2018 00:19:15 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-06-13,Needs Checking,Known hacknight location,,🌎👀,,,,
,194,['damaged'],43.6534719,-79.3837931,overnight,"Thu, 14 Jun 2018 01:04:03 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-06-14,,,,🌎👀,,,,
,195,['damaged'],43.6695594,-79.4091514,hours,"Thu, 14 Jun 2018 22:57:13 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-06-14,,,,🌎👀,,,,
,196,['other'],43.65793269,-79.39048048,overnight,"Wed, 20 Jun 2018 00:23:40 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-06-20,,,,🌎👀,,,,
,197,['other'],43.69848,-79.3014735,minutes,"Wed, 20 Jun 2018 04:54:00 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-06-20,Invalid,Small supercluster; likely test entry,,🌎👀,,,,
,201,['full'],43.65938086,-79.38991379,hours,"Wed, 20 Jun 2018 19:00:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-06-20,,,,🌎👀,,,,
,202,['not_provided'],43.63990457,-79.38075324,hours,"Wed, 06 Jun 2018 00:04:59 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-06,Needs Checking,Known hacknight location,,🌎👀,,,,
No nearby sufficient bike parking,203,['not_provided'],43.7135706,-79.3661083,hours,"Wed, 31 Jul 2019 23:21:36 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2019-07-31,,,,🌎👀,,,,
I live on Ossington and there is very limited bike rings. Entrance of my building is on Rebecca (off of Ossington). Suggesting bike rings be out there as there are many residents with bikes in my building.,204,['not_provided'],43.64518614,-79.41843194,overnight,"Sat, 19 Oct 2019 13:17:29 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2019-10-19,,,,🌎👀,,,,
This bike has been here since I moved to the neighborhood six months ago.,205,['damaged'],43.64091295,-79.39600315,hours,"Fri, 05 Jun 2020 14:30:50 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2020-06-05,,,,🌎👀,,,,
,206,['damaged'],43.67100703,-79.38271025,hours,"Sat, 09 Jun 2018 20:25:00 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-06-09,Resolved,No damaged parking found,2023-12-16,🌎👀,,,,
,207,"['full', 'damaged']",43.6580617,-79.3864974,hours,"Mon, 03 Aug 2020 04:01:32 GMT",FALSE,TRUE,TRUE,FALSE,FALSE,2020-08-03,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
No bike parking for a long stretch on Bathurst. I can’t pin the location but it’s around 3434 Bathurst st,208,['not_provided'],43.6580617,-79.3864974,hours,"Tue, 13 Aug 2019 13:02:55 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2019-08-13,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
,209,['not_provided'],43.7122963,-79.7224277,minutes,"Thu, 03 Jun 2021 18:00:37 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2021-06-03,,,,🌎👀,,,,
,210,['other'],43.6394925,-79.3809591,multiday,"Wed, 13 Jun 2018 00:24:19 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-06-13,Needs Checking,Known hacknight location,,🌎👀,,,,
,211,['full'],43.67880585,-79.40913548,overnight,"Thu, 14 Jun 2018 23:27:42 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-06-14,,,,🌎👀,,,,
,212,"['not_provided', 'full']",43.67017944,-79.39866066,hours,"Mon, 18 Jun 2018 23:16:57 GMT",TRUE,TRUE,FALSE,FALSE,FALSE,2018-06-18,,,,🌎👀,,,,
,213,['full'],43.63904455,-79.37901466,hours,"Wed, 20 Jun 2018 00:28:05 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-06-20,,,,🌎👀,,,,
,214,['not_provided'],43.66973464,-79.38941564,minutes,"Wed, 20 Jun 2018 13:22:23 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-20,,,,🌎👀,,,,
,215,['full'],43.6464459,-79.3903236,hours,"Wed, 20 Jun 2018 21:43:08 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-06-20,,,,🌎👀,,,,
,216,['not_provided'],43.65251031,-79.38368695,hours,"Sun, 24 Jun 2018 13:28:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-24,,,,🌎👀,,,,
,218,['other'],43.6647886,-79.3465447,multiday,"Wed, 27 Jun 2018 18:47:10 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-06-27,,,,🌎👀,,,,
,219,['full'],43.71320373,-79.36638975,hours,"Wed, 31 Jul 2019 23:00:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2019-07-31,,,,🌎👀,,,,
,220,['full'],43.66471928,-79.41107102,hours,"Sat, 19 Oct 2019 16:44:19 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2019-10-19,,,,🌎👀,,,,
,221,['other'],43.6521371,-79.4141105,multiday,"Sat, 09 Jun 2018 19:42:00 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-06-09,,,,🌎👀,,,,
,222,['not_provided'],43.7365655,-79.255116,hours,"Thu, 06 Aug 2020 05:41:04 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2020-08-06,,,,🌎👀,,,,
"The post for the ring is loose (wiggles), as is the ring itself (wiggles against the post).",223,['damaged'],43.6767271,-79.3557784,minutes,"Thu, 15 Aug 2019 22:56:40 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2019-08-15,Resolved,Appears to be resolved although there are some rings around here that are slightly bent,2024-03-16,🌎👀,,,,
child dev,224,['not_provided'],43.6676707,-79.3872792,hours,"Wed, 11 Sep 2019 21:56:07 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2019-09-11,,,,🌎👀,,,,
,225,['other'],43.6394925,-79.3809591,hours,"Wed, 13 Jun 2018 00:24:30 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-06-13,Needs Checking,Known hacknight location,,🌎👀,,,,
,226,['full'],43.6580617,-79.3864974,hours,"Thu, 14 Jun 2018 01:34:36 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-06-14,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
,227,['full'],43.67880585,-79.40913548,overnight,"Thu, 14 Jun 2018 23:27:42 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-06-14,Invalid,Duplicate of #211,,🌎👀,,,,
In front of 687 Queen St E,228,['damaged'],43.65872702,-79.35044225,hours,"Wed, 10 Jun 2020 18:02:46 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2020-06-10,,,,🌎👀,,,,
No bike parking in the plaza at Stansbury,229,['not_provided'],43.74246083,-79.26120605,minutes,"Tue, 22 Jun 2021 00:56:13 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2021-06-22,,,,🌎👀,,,,
"This is a WENDY'S fast food shop, plus Tim Hortons drive-thru. Quite busy. NO bike parking.",230,['not_provided'],43.61547322,-79.52510707,minutes,"Mon, 03 Jun 2019 21:30:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2019-06-03,,,,🌎👀,,,,
General comment - more bike rings needed around Earl Beatty school. They're often full! Thanks!,232,['full'],43.6859299,-79.32133791,hours,"Wed, 11 Sep 2019 13:00:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2019-09-11,,,,🌎👀,,,,
This is a studio I work at and there are only 2 bike rings that all the tenants must share. As it is a work space most people are parked for hours. There appears to be space for a few more much needed rings,233,['not_provided'],43.66960809,-79.43452779,hours,"Sun, 21 Jun 2020 21:16:51 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2020-06-21,,,,🌎👀,,,,
,234,['not_provided'],43.7365708,-79.2551006,multiday,"Thu, 06 Aug 2020 05:41:44 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2020-08-06,,,,🌎👀,,,,
,235,['damaged'],43.66924241,-79.41297361,hours,"Mon, 15 Jul 2019 14:46:09 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2019-07-15,,,,🌎👀,,,,
,236,['damaged'],43.6413484,-79.42268778,minutes,"Tue, 20 Aug 2019 21:04:39 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2019-08-20,Resolved,No broken bicycle parking observed,5/1/2024,🌎👀,,,,
,237,['full'],43.6842927,-79.3663285,minutes,"Sun, 20 Oct 2019 17:58:54 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2019-10-20,,,,🌎👀,,,,
,238,['not_provided'],43.64862063,-79.39059218,minutes,"Thu, 07 Jun 2018 18:29:31 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-07,,,,🌎👀,,,,
No parking for the plaza at Ashwarren & Keele (S.E.),239,['not_provided'],43.7563182,-79.48908117,minutes,"Tue, 22 Jun 2021 00:58:52 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2021-06-22,,,,🌎👀,,,,
,240,['other'],43.6521371,-79.4141105,multiday,"Sat, 09 Jun 2018 22:20:10 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-06-09,,,,🌎👀,,,,
,241,['damaged'],43.6660171,-79.4072472,hours,"Wed, 13 Jun 2018 00:24:37 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-06-13,,,,🌎👀,,,,
,242,"['not_provided', 'damaged']",43.6704761,-79.39266999,minutes,"Thu, 14 Jun 2018 13:28:23 GMT",TRUE,FALSE,TRUE,FALSE,FALSE,2018-06-14,Resolution Unclear,Confirmed no parking available but pedestrian lane likely too narrow to add parking. Lack of high capacity parking near south end at park.,2023-12-16,🌎👀,,,,
,243,['full'],43.6660171,-79.4072472,hours,"Fri, 15 Jun 2018 00:37:53 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-06-15,,,,🌎👀,,,,
,244,['not_provided'],43.64644471,-79.39985748,hours,"Tue, 19 Jun 2018 13:28:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-19,,,,🌎👀,,,,
,245,"['damaged', 'damaged']",43.66773148,-79.37199238,multiday,"Fri, 07 Jun 2019 13:32:22 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2019-06-07,,Issue selected more than once,,🌎👀,,,,
,247,['damaged'],43.66628073,-79.40520658,multiday,"Thu, 07 Jun 2018 19:05:47 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-06-07,,,,🌎👀,,,,
"Not NEARLY enough bike rings outside Left Field Brewery! All the ones there were jammed full and people are locking to gas lines, phone/hydro poles, neighbours' garages...",248,['full'],43.67359387,-79.33062046,minutes,"Sat, 07 Sep 2019 19:00:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2019-09-07,,,,🌎👀,,,,
,249,['other'],43.6521371,-79.4141105,minutes,"Sat, 09 Jun 2018 22:20:27 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-06-09,,,,🌎👀,,,,
Only post and ring parking available. All were fullThe actual time this occurred was Oct 22nd at 7:30pm,250,['full'],43.6707328,-79.4140672,minutes,"Wed, 30 Oct 2019 17:22:50 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2019-10-30,,,,🌎👀,,,,
,251,['not_provided'],43.64873918,-79.38057864,hours,"Fri, 08 Jun 2018 21:48:03 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-08,,,,🌎👀,,,,
,252,"['not_provided', 'full']",43.6695856,-79.43408572,hours,"Thu, 11 Jun 2020 21:21:18 GMT",TRUE,TRUE,FALSE,FALSE,FALSE,2020-06-11,,,,🌎👀,,,,
,253,['not_provided'],43.5873853,-79.6420574,minutes,"Fri, 28 Aug 2020 16:19:03 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2020-08-28,,,,🌎👀,,,,
,254,['full'],51.5317348,-0.1271248,hours,"Sat, 03 Aug 2019 15:58:59 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2019-08-03,,,,🌎👀,,,,
,255,['damaged'],43.67600904,-79.4067545,hours,"Fri, 30 Aug 2019 12:42:50 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2019-08-30,,,,🌎👀,,,,
Bike post appears to have been wrapped up with tape so as to prevent use. No indications that this is authorized.,256,['damaged'],43.65532941,-79.41346031,minutes,"Tue, 06 Jul 2021 20:20:00 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2021-07-06,,,,🌎👀,,,,
,257,['full'],43.6711159,-79.4141105,hours,"Fri, 15 Jun 2018 00:38:26 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-06-15,,,,🌎👀,,,,
No parking outside Ohana donuts.,258,['not_provided'],53.5162479,-113.4948334,hours,"Tue, 11 Jun 2019 02:47:31 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2019-06-11,,,,🌎👀,,,,
,259,['other'],43.66817826,-79.39626409,multiday,"Thu, 07 Jun 2018 19:06:00 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-06-07,,,,🌎👀,,,,
"There's not enough bike parking at Simcoe and Front, and there's absolutely *none* right by the corner.",260,['full'],43.64484898,-79.38515852,hours,"Fri, 02 Aug 2019 16:00:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2019-08-02,,,,🌎👀,,,,
,261,['other'],43.6521371,-79.4141105,overnight,"Sat, 09 Jun 2018 22:21:00 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-06-09,,,,🌎👀,,,,
,262,['other'],43.6394925,-79.3809591,multiday,"Wed, 13 Jun 2018 00:24:51 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-06-13,Needs Checking,Known hacknight location,,🌎👀,,,,
,263,['full'],43.68571931,-79.32057719,minutes,"Wed, 11 Sep 2019 13:00:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2019-09-11,,,,🌎👀,,,,
There's no public bike parking for blocks and blocks in this neighborhood :(,264,['not_provided'],43.69155711,-79.35577116,overnight,"Fri, 01 Nov 2019 19:47:48 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2019-11-01,,,,🌎👀,,,,
,265,['full'],43.6711159,-79.4141105,hours,"Fri, 15 Jun 2018 00:39:34 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-06-15,,,,🌎👀,,,,
,266,['not_provided'],43.6301323,-79.5173099,minutes,"Fri, 15 Jun 2018 18:31:30 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-15,,,,🌎👀,,,,
We'd like more bike parking at our studio! ,267,['full'],43.66934739,-79.43439656,hours,"Mon, 22 Jun 2020 14:26:39 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2020-06-22,,,,🌎👀,,,,
,268,"['not_provided', 'full', 'damaged', 'damaged', 'other']",43.6396463,-79.3811636,multiday,"Tue, 19 Jun 2018 16:28:00 GMT",TRUE,TRUE,TRUE,FALSE,TRUE,2018-06-19,Needs Checking,"Issue selected more than once; known hacknight location, but not regular hacknight timing",,🌎👀,,,,
,269,['full'],43.6532328,-79.3969315,hours,"Thu, 21 Jun 2018 00:56:35 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-06-21,,,,🌎👀,,,,
,270,['not_provided'],43.6657306,-79.35183844,hours,"Thu, 21 Jun 2018 00:18:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-21,Resolved,There are a couple of ring and posts here,2024-03-23,🌎👀,,,,
