,url,title,comments_from_registry,comments_by_email,comments_by_mail,page_file
013-0299,/notice/013-0299,Excess soil management regulatory proposal,78,65,0,notice-403.json
013-0300,/notice/013-0300,New regulation and amendments to existing regulations to help transition to the new Mining Lands Administration System,0,0,0,notice-402.json
013-0312,/notice/013-0312,"J.V. Bonhomme (St. Andrew Goldfields Ltd.) 
      
         - Mineral exploration permit",0,0,0,notice-366.json
013-0316,/notice/013-0316,Discussion document for proposed agrifood renewable natural gas for transportation demonstration program,9,26,0,notice-332.json
013-0354,/notice/013-0354,"Amendment to Ontario Regulation 316/07 under the Provincial Parks and Conservation Reserves Act, 2006 to add land to Stoco Fen Provincial Park",0,0,0,notice-403.json
013-0357,/notice/013-0357,"GFL Environmental Incorporated
      
         - Environmental Compliance Approval (waste)",5,1,0,notice-361.json
013-0386,/notice/013-0386,"Cruickshank Construction Limited
      
         - Changes to the site plan for a pit or quarry",0,0,0,notice-16.json
013-0426,/notice/013-0426,"Modifications to O. Reg. 311/06 (Transitional Matters - Growth Plans) made under the Places to Grow Act, 2005 (part of the Co-ordinated Land Use Planning Review)",6,3,0,notice-404.json
013-0452,/notice/013-0452,"Sunrise Farms Limited
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-209.json
013-0536,/notice/013-0536,"The proposed regulations, which would be made under the Building Code Act, 1992, would establish changes for potential inclusion in the next edition of the Building Code (O. Reg. 88/19)",7,0,0,notice-381.json
013-0551,/notice/013-0551,Proposed municipal asset management planning regulation,104,0,0,notice-401.json
013-0556,/notice/013-0556,"Haliburton County
      
         - Approval to amend a municipality’s official plan",0,0,0,notice-336.json
013-0560,/notice/013-0560,PNERP master plan update,417,4,1177,notice-402.json
013-0590,/notice/013-0590,"Bill 139 - (Schedule 3) – the proposed Building Better Communities and Conserving Watersheds Act, 2017: Amendments to the Planning Act",18,0,29,notice-405.json
013-0599,/notice/013-0599,Land use amendment for Sandbanks Provincial Park (natural environment class) (Amendment # 2016-001),1,0,1,notice-405.json
013-0623,/notice/013-0623,"GFL Environmental Incorporated
      
         - Environmental Compliance Approval (air)",2,2,0,notice-373.json
013-0644,/notice/013-0644,Updating the Ministry of the Environment and Climate Change Statement of Environmental Values,2,0,2,notice-285.json
013-0659,/notice/013-0659,"C.R. Chittick Construction Ltd.
      
         - Changes to the site plan for a pit or quarry",0,2,0,notice-396.json
013-0672,/notice/013-0672,"Strategy framework for the Northern Ontario Agriculture, Aquaculture and Food Processing Sector Strategy under the Growth Plan for Northern Ontario",1,0,3,notice-405.json
013-0686,/notice/013-0686,"Mastr Grow Farms Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-326.json
013-0701,/notice/013-0701,"Ontario Power Generation, Northwest Plant Group
      
         - Permit to take water",0,0,0,notice-284.json
013-0706,/notice/013-0706,"Maria Chlapak
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-334.json
013-0716,/notice/013-0716,"Allan Larocque 
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-336.json
013-0747,/notice/013-0747,"United Empire Loyalist Heritage Centre and Park
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-393.json
013-0751,/notice/013-0751,"Development of government response statements in relation to final recovery strategies for six species at risk published on June 15, 2017 in accordance with the Endangered Species Act, 2007",2,1,4,notice-404.json
013-0762,/notice/013-0762,"Jodoco Investments Inc.
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-333.json
013-0773,/notice/013-0773,"Sun Circle Greenhouses Incorporated
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-351.json
013-0779,/notice/013-0779,"Grand Valley Golf and Country Club Incorporated
      
         - Permit to take water",0,0,0,notice-366.json
013-0780,/notice/013-0780,"St. Catharines Golf and Country Club, Limited
      
         - Permit to take water",0,0,0,notice-365.json
013-0812,/notice/013-0812,"Proposal to amend O.Reg. 404/12 (Energy and Water Efficiency – Appliances and Products) under the Green Energy Act, 2009 (“Efficiency Regulation”).",10,0,8,notice-405.json
013-0819,/notice/013-0819,"Niagara Piston Incorporated
      
         - Environmental Compliance Approval (air)",0,0,0,notice-366.json
013-0839,/notice/013-0839,"Imperial Oil Limited
      
         - Certificate of property use",0,0,0,notice-263.json
013-0852,/notice/013-0852,"Detour Gold Corporation
      
         - Environmental Compliance Approval (air)",0,0,0,notice-377.json
013-0867,/notice/013-0867,"Danford Granite Limited
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-377.json
013-0889,/notice/013-0889,2041 Northern Ontario multimodal transportation strategy,2,1439,0,notice-380.json
013-0900,/notice/013-0900,"Amendments to management direction for Sandbar Lake, East English River, St. Raphael, Pipestone River and Otoskwin-Attawapiskat River provincial parks",0,1,0,notice-388.json
013-0903,/notice/013-0903,Regulatory amendments related to air emissions of sulphur dioxide and other items,25,24,0,notice-404.json
013-0913,/notice/013-0913,"1194233 Ontario Ltd.
      
         - Issuance of a licence to remove over 20,000 tonnes of aggregate annually from a pit or a quarry",0,0,236,notice-313.json
013-0914,/notice/013-0914,A guide to cultural heritage resources in the land use planning process,12,1,0,notice-361.json
013-0918,/notice/013-0918,"Karat King Incorporated
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-398.json
013-0947,/notice/013-0947,"Red Rock, Township of
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-332.json
013-0968,/notice/013-0968,Release of draft Agricultural System mapping and Implementation Procedures for consultation,66,46,0,notice-404.json
013-0974,/notice/013-0974,"Blake, Cassels & Graydon 
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-333.json
013-0994,/notice/013-0994,"Greenwood Paving Ltd.
      
         - Issuance of a licence to remove over 20,000 tonnes of aggregate annually from a pit or a quarry",0,2,0,notice-293.json
013-1013,/notice/013-1013,New regulation and regulation amendments and withdrawals to support the modernization of the Mining Act,0,0,0,notice-402.json
013-1014,/notice/013-1014,"Criteria, methods, and mapping of the proposed regional Natural Heritage System for the Growth Plan for the Greater Golden Horseshoe",71,15,40,notice-404.json
013-1019,/notice/013-1019,"Brad Boyle (Ardiden Ltd.) 
      
         - Mineral exploration permit",0,0,0,notice-359.json
013-1025,/notice/013-1025,"Team Reclamation Incorporated
      
         - Environmental Compliance Approval (air)",0,0,0,notice-378.json
013-1042,/notice/013-1042,"Stericycle, Unlimited Liability Corporation
      
         - Environmental Compliance Approval (air)",0,0,0,notice-378.json
013-1043,/notice/013-1043,"Otter Creek Wind Farm General Partnership Incorporated, general partner for and on behalf of Otter Creek Wind Farm LP
      
         - Renewable energy approval",59,8,138,notice-380.json
013-1049,/notice/013-1049,"1149377 Ontario Limited
      
         - Permit to take water",0,0,0,notice-261.json
013-1050,/notice/013-1050,"1149377 Ontario Limited
      
         - Permit to take water",0,0,0,notice-262.json
013-1069,/notice/013-1069,"1048547 Ontario Inc. operating as Skotidakis Goat Farm 
      
         - Environmental Compliance Approval (sewage)",1,0,1,notice-387.json
013-1077,/notice/013-1077,"Updating the Statement of Environmental Values for the Ministry of Agriculture, Food and Rural Affairs",0,1,1,notice-368.json
013-1114,/notice/013-1114,"1541 Merivale Road Limited
      
         - Certificate of property use",0,0,0,notice-264.json
013-1134,/notice/013-1134,"Jim Nelson (Cruz Cobalt Corp.)
      
         - Mineral exploration permit",1,0,0,notice-284.json
013-1135,/notice/013-1135,"James Dick Construction Limited
      
         - Issuance of a licence to remove over 20,000 tonnes of aggregate annually from a pit or a quarry",4,0,16,notice-207.json
013-1154,/notice/013-1154,"Pawel Czupak
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-377.json
013-1161,/notice/013-1161,"Perry and Catherine Barnhart
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-378.json
013-1187,/notice/013-1187,"Bruman Construction Incorporated
      
         - Permit to take water",0,0,0,notice-367.json
013-1208,/notice/013-1208,Policy proposal on adjusting certain Public Lands Act administrative fees,1,0,0,notice-404.json
013-1209,/notice/013-1209,"486606 Ontario Incorporated
      
         - Permit to take water",0,0,0,notice-365.json
013-1229,/notice/013-1229,"Quinte Septic Tank Incorporated
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-332.json
013-1250,/notice/013-1250,"Douglas Lloyd
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-333.json
013-1258,/notice/013-1258,Ministry of Economic Development and Growth draft Statement of Environmental Values,0,0,0,notice-405.json
013-1299,/notice/013-1299,"Environmental Services Incorporated
      
         - Environmental Compliance Approval (waste)",1,0,0,notice-337.json
013-1325,/notice/013-1325,"Strada Aggregates Inc.
      
         - Issuance of a licence to remove over 20,000 tonnes of aggregate annually from a pit or a quarry",1,0,3,notice-387.json
013-1373,/notice/013-1373,New Horizons: Draft agricultural soil health and conservation strategy for Ontario,8,207,0,notice-403.json
013-1374,/notice/013-1374,Amendments to the petroleum refining and petrochemical - industry standards under the Local Air Quality Regulation (O. Reg. 419/05),2,0,3,notice-404.json
013-1381,/notice/013-1381,Green commercial vehicle program,24,0,30,notice-405.json
013-1387,/notice/013-1387,Changing the process for registering and managing mining claims,3,2,0,notice-402.json
013-1397,/notice/013-1397,Moving pesticide licensing program from paper-based to digital,6,0,0,notice-405.json
013-1404,/notice/013-1404,"Cameron Quirk (Aunces Inc.) 
      
         - Mineral exploration permit",0,0,0,notice-285.json
013-1408,/notice/013-1408,"ArcelorMittal Dofasco G.P.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-379.json
013-1452,/notice/013-1452,"J.W. Seward Enterprises Limited
      
         - Environmental Compliance Approval (waste)",1,0,0,notice-389.json
013-1457,/notice/013-1457,Amendments to the cap and trade program and reporting regulations & service regulation & administrative penalties regulation,6,0,22,notice-405.json
013-1460,/notice/013-1460,"Ontario Offset Credits regulation under the Climate Change Mitigation and Low-carbon Economy Act, 2016",13,0,8,notice-405.json
013-1461,/notice/013-1461,"North Shore Power Group Incorporated
      
         - Permit to take water",0,0,0,notice-261.json
013-1465,/notice/013-1465,"Flying Colours Corporation
      
         - Environmental Compliance Approval (air)",0,0,0,notice-378.json
013-1467,/notice/013-1467,"Aden Brubacher
      
         - Environmental Compliance Approval (air)",0,0,0,notice-378.json
013-1471,/notice/013-1471,"Thomas Cavanagh Construction Limited
      
         - Permit to take water",0,0,0,notice-366.json
013-1477,/notice/013-1477,"Cutting Unnecessary Red Tape Act, 2017",0,0,0,notice-404.json
013-1480,/notice/013-1480,"Royalthane Incorporated
      
         - Environmental Compliance Approval (air)",0,0,0,notice-366.json
013-1513,/notice/013-1513,Amendments to the Wells Regulation,12,4,0,notice-355.json
013-1515,/notice/013-1515,Greater Golden Horseshoe transportation plan,2,3,1,notice-308.json
013-1520,/notice/013-1520,Climate Change adaptation,16,0,0,notice-260.json
013-1537,/notice/013-1537,"Great Lakes Power Limited
      
         - Permit to take water",1,0,0,notice-262.json
013-1538,/notice/013-1538,"Lake Superior Power Incorporated, as general partner for and on behalf of Lake Superior Power Limited Partner
      
         - Permit to take water",0,0,0,notice-261.json
013-1555,/notice/013-1555,"1152878 Ontario Incorporated
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-378.json
013-1585,/notice/013-1585,"1544584 Ontario Limited
      
         - Environmental Compliance Approval (air)",0,0,0,notice-378.json
013-1589,/notice/013-1589,"Algonquin Power (Canada) Holdings Incorporated (Algonquin Power Systems Incorporated)
      
         - Permit to take water",0,0,0,notice-261.json
013-1590,/notice/013-1590,"Moneta Porcupine Mines Inc.
      
         - Mineral exploration permit",0,0,0,notice-285.json
013-1613,/notice/013-1613,"Regulation change under the Oil, Gas and Salt Resources Act: Regulating compressed air energy storage in porous rock reservoirs and solution-mined salt caverns",4,9,0,notice-403.json
